"Tokyo, Japan",Late Autumn,March,Buy One Get One Free (BOGO),Percentage Discount,Overnight Shipping,Hajj (Saudi Arabia),FloralWhite,Low Initial Price
"Delhi, India",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Dollar Amount Discount,Same-Day Delivery,Christmas Markets (Germany and Europe),ForestGreen,Low Initial Price
"Shanghai, China",Late Autumn,March,Flash Sales,Buy One Get One (BOGO),Two-Day Shipping,Hogmanay (Scotland),Fuchsia,Low Initial Price
"São Paulo, Brazil",Late Autumn,March,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Bulk Purchase Discounts,In-Store Pickup,Hanami (Japan),Gainsboro,Low Initial Price
"Mumbai, India",Late Autumn,March,Clearance Sales,Limited-Time Offers,Freight Shipping,Edinburgh Festival Fringe (Scotland),GhostWhite,Low Initial Price
"Beijing, China",Late Autumn,March,Digital Coupons,Percentage Discount,Flat-Rate Shipping,La Tomatina (Spain),Gold,Low Initial Price
"Cairo, Egypt",Late Autumn,March,Paper Coupons,Dollar Amount Discount,Standard Shipping,Oktoberfest (Germany),GoldenRod,Low Initial Price
"Dhaka, Bangladesh",Late Autumn,March,Mobile Coupons,Buy One Get One (BOGO),Expedited Shipping,"Independence Day (India, August 15)",Gray,Low Initial Price
"Mexico City, Mexico",Late Autumn,March,Discount Codes,Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),Green,Low Initial Price
"Osaka, Japan",Late Autumn,March,Gift Vouchers,Limited-Time Offers,Same-Day Delivery,Guy Fawkes Night (UK),GreenYellow,Low Initial Price
"Karachi, Pakistan",Late Autumn,March,Cashback Offers,Percentage Discount,Two-Day Shipping,Anzac Day (Australia and New Zealand),HoneyDew,Low Initial Price
"Chongqing, China",Late Autumn,March,Points Programs (earn points for purchases),Dollar Amount Discount,In-Store Pickup,Holi (India),HotPink,Low Initial Price
"Istanbul, Turkey",Late Autumn,March,Membership Discounts,Buy One Get One (BOGO),Freight Shipping,Easter (Global),IndianRed,Low Initial Price
"Buenos Aires, Argentina",Late Autumn,March,Exclusive Member Sales,Bulk Purchase Discounts,Flat-Rate Shipping,Day of the Dead (Mexico),Indigo,Low Initial Price
"Kolkata, India",Late Autumn,March,"Rewards Programs (e.g., frequent flyer miles)",Limited-Time Offers,Standard Shipping,Diwali (India),Ivory,Low Initial Price
"Lagos, Nigeria",Late Autumn,March,VIP Programs,Percentage Discount,Expedited Shipping,Ramadan (Islamic World),Khaki,Low Initial Price
"Kinshasa, DR Congo",Late Autumn,March,"Product Bundles (e.g., buy a laptop, get a mouse free)",Dollar Amount Discount,Overnight Shipping,Eid al-Adha (Islamic World),Lavender,Low Initial Price
"Manila, Philippines",Late Autumn,March,"Service Packages (e.g., phone plans with free data)",Buy One Get One (BOGO),Same-Day Delivery,Thai New Year (Songkran) (Thailand),LavenderBlush,Low Initial Price
"Rio de Janeiro, Brazil",Late Autumn,March,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Bulk Purchase Discounts,Two-Day Shipping,Chinese Lantern Festival (China),LawnGreen,Low Initial Price
"Guangzhou, China",Late Autumn,March,Refer a Friend Discounts,Limited-Time Offers,In-Store Pickup,Spring Festival (China),LemonChiffon,Low Initial Price
"Lahore, Pakistan",Late Autumn,March,Referral Rewards,Percentage Discount,Freight Shipping,Buddha's Birthday (Buddhist Communities),LightBlue,Low Initial Price
"Shenzhen, China",Late Autumn,March,Affiliate Programs,Dollar Amount Discount,Flat-Rate Shipping,Raksha Bandhan (India),LightCoral,Low Initial Price
"Bangalore, India",Late Autumn,March,"Percentage Off (e.g., 20% off)",Buy One Get One (BOGO),Standard Shipping,Lantern Festival (China),LightCyan,Low Initial Price
"Paris, France",Late Autumn,March,"Dollar Amount Off (e.g., $10 off)",Bulk Purchase Discounts,Expedited Shipping,Earth Day (Global),LightGoldenRodYellow,Low Initial Price
"London, UK",Late Autumn,March,Buy One Get One Free (BOGO),Limited-Time Offers,Overnight Shipping,Labor Day (Global),LightGray,Low Initial Price
"Lima, Peru",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Percentage Discount,Same-Day Delivery,Saint George's Day (England),LightGreen,Low Initial Price
"Bangkok, Thailand",Late Autumn,March,Flash Sales,Dollar Amount Discount,Two-Day Shipping,Remembrance Day (UK and Commonwealth),LightPink,Low Initial Price
"Seoul, South Korea",Late Autumn,March,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Buy One Get One (BOGO),In-Store Pickup,Veterans Day (USA),LightSalmon,Low Initial Price
"Chengdu, China",Late Autumn,March,Clearance Sales,Bulk Purchase Discounts,Freight Shipping,Chuseok (South Korea),LightSeaGreen,Low Initial Price
"Nanjing, China",Late Autumn,March,Digital Coupons,Limited-Time Offers,Flat-Rate Shipping,Hanami (Japan),LightSkyBlue,Low Initial Price
"Wuhan, China",Late Autumn,March,Paper Coupons,Percentage Discount,Standard Shipping,Gion Matsuri (Japan),LightSlateGray,Low Initial Price
"Ho Chi Minh City, Vietnam",Late Autumn,March,Mobile Coupons,Dollar Amount Discount,Expedited Shipping,Obon (Japan),LightSteelBlue,Low Initial Price
"Luanda, Angola",Late Autumn,March,Discount Codes,Buy One Get One (BOGO),Overnight Shipping,Sapporo Snow Festival (Japan),LightYellow,Low Initial Price
"Hyderabad, India",Late Autumn,March,Gift Vouchers,Bulk Purchase Discounts,Same-Day Delivery,Seollal (Korean New Year) (South Korea),Lime,Low Initial Price
"Ahmadabad, India",Late Autumn,March,Cashback Offers,Limited-Time Offers,Two-Day Shipping,Independence Day (USA),LimeGreen,Low Initial Price
"Kuala Lumpur, Malaysia",Late Autumn,March,Points Programs (earn points for purchases),Percentage Discount,In-Store Pickup,Carnaval de Barranquilla (Colombia),Linen,Market-Based Pricing
"Hong Kong, China",Late Autumn,March,Membership Discounts,Dollar Amount Discount,Freight Shipping,Feria de Abril (Spain),Magenta,Market-Based Pricing
"Nairobi, Kenya",Late Autumn,March,Exclusive Member Sales,Buy One Get One (BOGO),Flat-Rate Shipping,Harbin Ice Festival (China),Maroon,Market-Based Pricing
"Baghdad, Iraq",Late Autumn,March,"Rewards Programs (e.g., frequent flyer miles)",Bulk Purchase Discounts,Standard Shipping,Winterlude (Canada),MediumAquaMarine,Market-Based Pricing
"Toronto, Canada",Late Autumn,March,VIP Programs,Limited-Time Offers,Expedited Shipping,Mawlid al-Nabi (Islamic World),MediumBlue,Market-Based Pricing
"Santiago, Chile",Late Autumn,March,"Product Bundles (e.g., buy a laptop, get a mouse free)",Percentage Discount,Overnight Shipping,Diwali (India),MediumOrchid,Market-Based Pricing
"Riyadh, Saudi Arabia",Late Autumn,March,"Service Packages (e.g., phone plans with free data)",Dollar Amount Discount,Same-Day Delivery,Vaisakhi (Sikh Communities),MediumPurple,Market-Based Pricing
"Singapore, Singapore",Late Autumn,March,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Buy One Get One (BOGO),Two-Day Shipping,Melbourne Cup (Australia),MediumSeaGreen,Market-Based Pricing
"Madrid, Spain",Late Autumn,March,Refer a Friend Discounts,Bulk Purchase Discounts,In-Store Pickup,Sundance Film Festival (USA),MediumSlateBlue,Market-Based Pricing
"Dubai, UAE",Late Autumn,March,Referral Rewards,Limited-Time Offers,Freight Shipping,Berlin International Film Festival (Germany),MediumSpringGreen,Market-Based Pricing
"Los Angeles, USA",Late Autumn,March,Affiliate Programs,Percentage Discount,Flat-Rate Shipping,Venice Film Festival (Italy),MediumTurquoise,Market-Based Pricing
"Bangalore, India",Late Autumn,March,"Percentage Off (e.g., 20% off)",Dollar Amount Discount,Standard Shipping,Cannes Film Festival (France),MediumVioletRed,Market-Based Pricing
"Jakarta, Indonesia",Late Autumn,March,"Dollar Amount Off (e.g., $10 off)",Buy One Get One (BOGO),Expedited Shipping,Holi Festival (India),MidnightBlue,Market-Based Pricing
"Berlin, Germany",Late Autumn,March,Buy One Get One Free (BOGO),Bulk Purchase Discounts,Overnight Shipping,Jamhuri Day (Kenya),MintCream,Market-Based Pricing
"Rome, Italy",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Limited-Time Offers,Same-Day Delivery,Independence Day (Nigeria),MistyRose,Market-Based Pricing
"New York City, USA",Late Autumn,March,"Percentage Off (e.g., 20% off)",Percentage Discount,Standard Shipping,New Year's Day (Global),Moccasin,Market-Based Pricing
"Los Angeles, USA",Late Autumn,March,"Dollar Amount Off (e.g., $10 off)",Dollar Amount Discount,Expedited Shipping,Christmas (Global),NavajoWhite,Market-Based Pricing
"Chicago, USA",Late Autumn,March,Buy One Get One Free (BOGO),Buy One Get One (BOGO),Overnight Shipping,Easter (Global),Navy,Market-Based Pricing
"Houston, USA",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Bulk Purchase Discounts,Same-Day Delivery,Ramadan and Eid al-Fitr (Islamic World),OldLace,Market-Based Pricing
"Phoenix, USA",Late Autumn,March,Flash Sales,Limited-Time Offers,Two-Day Shipping,Diwali (India and Hindu Communities Worldwide),Olive,Market-Based Pricing
"Philadelphia, USA",Late Autumn,March,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Percentage Discount,In-Store Pickup,Chinese New Year (China and Chinese Communities Worldwide),OliveDrab,Market-Based Pricing
"San Antonio, USA",Late Autumn,March,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Orange,Market-Based Pricing
"San Diego, USA",Late Autumn,March,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),OrangeRed,Market-Based Pricing
"Dallas, USA",Late Autumn,March,Paper Coupons,Bulk Purchase Discounts,Standard Shipping,Thanksgiving (USA and Canada),Orchid,Market-Based Pricing
"San Jose, USA",Late Autumn,March,Mobile Coupons,Limited-Time Offers,Expedited Shipping,"Halloween (Global, especially USA and UK)",PaleGoldenRod,Market-Based Pricing
"Austin, USA",Late Autumn,March,Discount Codes,Percentage Discount,Overnight Shipping,Oktoberfest (Germany and Worldwide),PaleGreen,Market-Based Pricing
"Jacksonville, USA",Late Autumn,March,Gift Vouchers,Dollar Amount Discount,Same-Day Delivery,"Carnival (Brazil, Trinidad and Tobago, Venice, New Orleans)",PaleTurquoise,Market-Based Pricing
"Fort Worth, USA",Late Autumn,March,Cashback Offers,Buy One Get One (BOGO),Two-Day Shipping,St. Patrick's Day (Ireland and Irish Communities Worldwide),PaleVioletRed,Market-Based Pricing
"Columbus, USA",Late Autumn,March,Points Programs (earn points for purchases),Bulk Purchase Discounts,In-Store Pickup,"Mardi Gras (New Orleans, USA, and Other Places)",PapayaWhip,Market-Based Pricing
"Charlotte, USA",Late Autumn,March,Membership Discounts,Limited-Time Offers,Freight Shipping,Songkran (Thailand),PeachPuff,Market-Based Pricing
"San Francisco, USA",Late Autumn,March,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),Peru,Market-Based Pricing
"Indianapolis, USA",Late Autumn,March,"Rewards Programs (e.g., frequent flyer miles)",Dollar Amount Discount,Standard Shipping,Rosh Hashanah (Jewish Communities Worldwide),Pink,Market-Based Pricing
"Seattle, USA",Late Autumn,March,VIP Programs,Buy One Get One (BOGO),Expedited Shipping,Yom Kippur (Jewish Communities Worldwide),Plum,Market-Based Pricing
"Denver, USA",Late Autumn,March,"Product Bundles (e.g., buy a laptop, get a mouse free)",Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),PowderBlue,Market-Based Pricing
"Washington, D.C., USA",Late Autumn,March,"Service Packages (e.g., phone plans with free data)",Limited-Time Offers,Same-Day Delivery,"Boxing Day (UK, Canada, Australia)",Purple,Market-Based Pricing
"Boston, USA",Late Autumn,March,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Percentage Discount,Two-Day Shipping,Cinco de Mayo (Mexico and Mexican Communities Worldwide),RebeccaPurple,Market-Based Pricing
"El Paso, USA",Late Autumn,March,Refer a Friend Discounts,Dollar Amount Discount,In-Store Pickup,"Independence Day (USA, July 4)",Red,Market-Based Pricing
"Nashville, USA",Late Autumn,March,Referral Rewards,Buy One Get One (BOGO),Freight Shipping,Bonfire Night (UK),RosyBrown,Market-Based Pricing
"Detroit, USA",Late Autumn,March,Affiliate Programs,Bulk Purchase Discounts,Flat-Rate Shipping,Kwanzaa (USA),RoyalBlue,Market-Based Pricing
"Oklahoma City, USA",Late Autumn,March,"Percentage Off (e.g., 20% off)",Limited-Time Offers,Standard Shipping,Vesak (Buddhist Communities),SaddleBrown,Market-Based Pricing
"Portland, USA",Late Autumn,March,"Dollar Amount Off (e.g., $10 off)",Percentage Discount,Expedited Shipping,Lantern Festival (China),Salmon,Market-Based Pricing
"Las Vegas, USA",Late Autumn,March,Buy One Get One Free (BOGO),Dollar Amount Discount,Overnight Shipping,Midsummer (Sweden and Nordic Countries),SandyBrown,Market-Based Pricing
"Memphis, USA",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Buy One Get One (BOGO),Same-Day Delivery,"Pongal (Tamil Nadu, India)",SeaGreen,Market-Based Pricing
"Louisville, USA",Late Autumn,March,Flash Sales,Bulk Purchase Discounts,Two-Day Shipping,"Hari Raya Puasa (Eid al-Fitr) (Malaysia, Indonesia)",SeaShell,Market-Based Pricing
"Baltimore, USA",Late Autumn,March,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Limited-Time Offers,In-Store Pickup,Navratri (India),Sienna,Market-Based Pricing
"Milwaukee, USA",Late Autumn,March,Clearance Sales,Percentage Discount,Freight Shipping,Passover (Jewish Communities Worldwide),Silver,Market-Based Pricing
"Albuquerque, USA",Late Autumn,March,Digital Coupons,Dollar Amount Discount,Flat-Rate Shipping,Purim (Jewish Communities Worldwide),SkyBlue,Market-Based Pricing
"Tucson, USA",Late Autumn,March,Paper Coupons,Buy One Get One (BOGO),Standard Shipping,T?t (Vietnam),SlateBlue,Market-Based Pricing
"Fresno, USA",Late Autumn,March,Mobile Coupons,Bulk Purchase Discounts,Expedited Shipping,"Nowruz (Persian New Year, Iran)",SlateGray,Market-Based Pricing
"Sacramento, USA",Late Autumn,March,Discount Codes,Limited-Time Offers,Overnight Shipping,Carnival of Venice (Italy),Snow,Market-Based Pricing
"Kansas City, USA",Late Autumn,March,Gift Vouchers,Percentage Discount,Same-Day Delivery,"San Fermín (Running of the Bulls, Spain)",SpringGreen,Market-Based Pricing
"Mesa, USA",Late Autumn,March,Cashback Offers,Dollar Amount Discount,Two-Day Shipping,Glastonbury Festival (UK),SteelBlue,Market-Based Pricing
"Atlanta, USA",Late Autumn,March,Points Programs (earn points for purchases),Buy One Get One (BOGO),In-Store Pickup,Notting Hill Carnival (UK),Tan,Market-Based Pricing
"Omaha, USA",Late Autumn,March,Membership Discounts,Bulk Purchase Discounts,Freight Shipping,Rio Carnival (Brazil),Teal,Market-Based Pricing
"Colorado Springs, USA",Late Autumn,March,Exclusive Member Sales,Limited-Time Offers,Flat-Rate Shipping,Burning Man (USA),Thistle,Market-Based Pricing
"Raleigh, USA",Late Autumn,March,"Rewards Programs (e.g., frequent flyer miles)",Percentage Discount,Standard Shipping,Coachella (USA),Tomato,Market-Based Pricing
"Miami, USA",Late Autumn,March,VIP Programs,Dollar Amount Discount,Expedited Shipping,Day of Ashura (Islamic World),Turquoise,Market-Based Pricing
"Long Beach, USA",Late Autumn,March,"Product Bundles (e.g., buy a laptop, get a mouse free)",Buy One Get One (BOGO),Overnight Shipping,Janmashtami (India),Violet,Market-Based Pricing
"Virginia Beach, USA",Late Autumn,March,"Service Packages (e.g., phone plans with free data)",Bulk Purchase Discounts,Same-Day Delivery,Ganesh Chaturthi (India),Wheat,Market-Based Pricing
"Oakland, USA",Late Autumn,March,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Limited-Time Offers,Two-Day Shipping,Durga Puja (India),White,Market-Based Pricing
"Minneapolis, USA",Late Autumn,March,Refer a Friend Discounts,Percentage Discount,In-Store Pickup,Dussehra (India),WhiteSmoke,Market-Based Pricing
"Tulsa, USA",Late Autumn,March,Referral Rewards,Dollar Amount Discount,Freight Shipping,"Onam (Kerala, India)",Yellow,Market-Based Pricing
"Tampa, USA",Late Autumn,March,Affiliate Programs,Buy One Get One (BOGO),Flat-Rate Shipping,Thanksgiving (Canada),YellowGreen,Market-Based Pricing
"Arlington, USA",Late Autumn,March,"Percentage Off (e.g., 20% off)",Bulk Purchase Discounts,Standard Shipping,Canada Day (Canada),AliceBlue,Market-Based Pricing
"New Orleans, USA",Late Autumn,March,"Dollar Amount Off (e.g., $10 off)",Limited-Time Offers,Expedited Shipping,Australia Day (Australia),AntiqueWhite,Market-Based Pricing
"Tokyo, Japan",Late Autumn,March,Buy One Get One Free (BOGO),Percentage Discount,Overnight Shipping,Hajj (Saudi Arabia),Aqua,Market-Based Pricing
"Delhi, India",Late Autumn,March,"Buy More Save More (e.g., buy 2 get 1 free)",Dollar Amount Discount,Same-Day Delivery,Christmas Markets (Germany and Europe),Aquamarine,Market-Based Pricing
"Shanghai, China",Late Autumn,March,Flash Sales,Buy One Get One (BOGO),Two-Day Shipping,Hogmanay (Scotland),Azure,Market-Based Pricing
"São Paulo, Brazil",Late Autumn,March,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Bulk Purchase Discounts,In-Store Pickup,Hanami (Japan),Beige,Market-Based Pricing
"Mumbai, India",Late Autumn,March,Clearance Sales,Limited-Time Offers,Freight Shipping,Edinburgh Festival Fringe (Scotland),Bisque,Market-Based Pricing
"Beijing, China",Late Autumn,March,Digital Coupons,Percentage Discount,Flat-Rate Shipping,La Tomatina (Spain),Black,Market-Based Pricing
"Cairo, Egypt",Late Autumn,March,Paper Coupons,Dollar Amount Discount,Standard Shipping,Oktoberfest (Germany),BlanchedAlmond,Market-Based Pricing
